model_key,problem_idx,sample_idx,mean_logprob,total_logprob,response_length_tokens,response_length_chars,sqrt_length_normalized_logprob,length_penalized_logprob,boxed_answer_present,extracted_answer_present,answer_format_valid,final_answer_length,contains_therefore,equation_count,latex_marker_count,correct
70B,405,17,-0.043181659671572684,-6.995428866794775,162,689,-0.5496127987798568,-1.6631816596715727,1,1,1,2,0,0,0,1
70B,405,18,-0.06297567286377849,-10.89479140543368,173,743,-0.8283156520721414,-1.7929756728637785,1,1,1,2,0,0,0,1
70B,405,19,-0.03905954588476482,-8.319683273454906,213,897,-0.5700553048312262,-2.169059545884765,1,1,1,2,0,0,0,1
70B,405,20,-0.03296479662227433,-5.571050629164361,169,715,-0.42854235608956626,-1.7229647966222743,1,1,1,2,0,0,0,1
70B,405,21,-0.04354519992810898,-7.054322388353654,162,699,-0.5542399108312167,-1.663545199928109,1,1,1,2,0,0,0,1
70B,405,22,-0.04515797569660619,-8.17359360108572,181,757,-0.6075384277490312,-1.8551579756966063,1,1,1,2,0,0,0,1
70B,405,23,-0.029922971443711078,-7.480742860927769,250,1014,-0.47312372061151947,-2.5299229714437113,1,1,1,2,0,0,0,1
70B,405,24,-0.03918606570595987,-10.070818886431688,257,1082,-0.6282004223148324,-2.6091860657059596,1,1,1,2,0,0,0,1
70B,405,25,-0.056997514588552116,-12.368460665715808,217,939,-0.8396258197745409,-2.226997514588552,1,1,1,2,0,0,0,1
70B,405,26,-0.06523469669088233,-13.829755698467054,212,900,-0.9498315210070151,-2.185234696690882,1,1,1,2,0,0,0,1
70B,405,27,-0.05766262466226596,-12.85876529968531,223,921,-0.8610866141660337,-2.287662624662266,1,1,1,2,1,0,0,1
70B,405,28,-0.03586410860013889,-5.8099855932225,162,689,-0.45647557906264175,-1.6558641086001389,1,1,1,2,0,0,0,1
70B,405,29,-0.048711411752581674,-11.05749046783604,227,942,-0.7339114191297259,-2.3187114117525818,1,1,1,2,0,0,0,1
70B,405,30,-0.04888859660310282,-8.995501774970919,184,774,-0.6631571891482807,-1.8888885966031028,1,1,1,2,0,0,0,1
70B,405,31,-0.040528059159354,-6.646601702134056,164,707,-0.5190123957987439,-1.680528059159354,1,1,1,2,0,0,0,1
70B,405,32,-0.0403995682050047,-6.6255291856207705,164,708,-0.5173669087105741,-1.6803995682050048,1,1,1,2,0,0,0,1
70B,405,33,-0.03500290867776162,-5.740477023152906,164,708,-0.44825594587044804,-1.6750029086777618,1,1,1,2,0,0,0,1
70B,405,34,-0.047953282830106116,-10.597675505453452,221,948,-0.7128767992119657,-2.257953282830106,1,1,1,2,1,0,0,1
70B,405,35,-0.0479426602954795,-12.46509167682467,260,1101,-0.7730521688825497,-2.6479426602954796,1,1,1,2,0,0,0,1
70B,405,36,-0.04965724867882069,-8.094131534647772,163,690,-0.633981310808993,-1.6796572486788208,1,1,1,2,0,0,0,1
70B,405,37,-0.047949108854711646,-9.30212711781406,194,822,-0.6678538056733909,-1.9879491088547117,1,1,1,2,0,0,0,1
70B,405,38,-0.04096966913682874,-10.160477945933529,248,1013,-0.6451909947580965,-2.5209696691368286,1,1,1,2,0,0,0,1
70B,405,39,-0.04113804872639824,-6.787778039855709,165,701,-0.5284278037230441,-1.6911380487263983,1,1,1,2,0,0,0,1
70B,405,40,-0.03455553257655959,-8.43154994868054,244,993,-0.5397746742137128,-2.4745555325765594,1,1,1,2,0,0,0,1
70B,405,41,-0.04789197715117987,-10.153099156050132,212,899,-0.6973177129510024,-2.16789197715118,1,1,1,2,0,0,0,1
70B,405,42,-0.048846660153649475,-11.088191854878431,227,910,-0.7359491417575749,-2.3188466601536497,1,1,1,2,0,0,0,1
70B,405,43,-0.06324540710511146,-16.76003288285454,265,1146,-1.0295606357913993,-2.7132454071051115,1,1,1,2,0,0,0,1
70B,405,44,-0.03290460022830474,-5.396354437441978,164,708,-0.42138448648979315,-1.6729046002283048,1,1,1,2,0,0,0,1
70B,405,45,-0.051637192015561585,-12.651112043812589,245,1048,-0.8082499005980356,-2.501637192015562,1,1,1,2,0,0,0,1
70B,405,46,-0.04780914375526118,-11.043912207465333,231,943,-0.7266360755888699,-2.357809143755261,1,1,1,2,0,0,0,1
70B,405,47,-0.0711513926592429,-16.009063348329654,225,941,-1.0672708898886436,-2.321151392659243,1,1,1,2,0,0,0,1
70B,406,0,-0.08319078662773925,-11.397137768000277,137,429,-0.9737231928143949,-1.4531907866277394,1,1,1,1,0,0,0,1
70B,406,1,-0.1323572407837554,-30.5745226210475,231,758,-2.0116558981104,-2.4423572407837555,1,1,1,1,0,0,0,1
70B,406,2,-0.08109439604681537,-6.974118060026122,86,260,-0.7520384910608007,-0.9410943960468153,1,1,1,1,1,0,0,1
70B,406,3,-0.12214862671880822,-27.239143758294233,223,633,-1.824067982031327,-2.352148626718808,1,1,1,1,0,0,0,1
70B,406,4,-0.16414528530926562,-28.232989073193686,172,541,-2.1527452349390432,-1.8841452853092655,1,1,1,1,0,0,0,1
70B,406,5,-0.30824160544988066,-133.46861515979833,433,1213,-6.414092314118071,-4.638241605449881,1,1,1,1,1,0,0,1
70B,406,6,-0.10868072580603919,-15.323982338651525,141,469,-1.290512116488479,-1.518680725806039,1,1,1,1,1,0,0,1
70B,406,7,-0.15446794631974,-38.15358274097578,247,739,-2.42765433510185,-2.62446794631974,1,1,1,1,0,0,0,1
70B,406,8,-0.06386932456831648,-8.430750843017776,132,400,-0.733802672349529,-1.3838693245683165,1,1,1,1,0,0,0,1
70B,406,9,-0.08109439604681537,-6.974118060026122,86,260,-0.7520384910608007,-0.9410943960468153,1,1,1,1,1,0,0,1
70B,406,10,-0.13651891065391783,-23.07169590051211,169,578,-1.7747458385009316,-1.8265189106539177,1,1,1,1,0,0,0,1
70B,406,11,-0.1982128965332185,-47.372882271439224,239,792,-3.064297017612543,-2.5882128965332187,1,1,1,1,1,0,0,1
70B,406,12,-0.08442464972860769,-7.260519876660261,86,260,-0.7829219931989626,-0.9444246497286077,1,1,1,1,1,0,0,1
70B,406,13,-0.06731937638551759,-8.078325166262111,120,380,-0.7374468200705716,-1.2673193763855175,1,1,1,1,0,0,0,1
70B,406,14,-0.07760154558312096,-9.156982378808273,118,373,-0.8429685554473106,-1.2576015455831209,1,1,1,1,0,0,0,1
70B,406,15,-0.11724589332750512,-20.98701490562342,179,588,-1.56864314325709,-1.9072458933275052,1,1,1,1,0,0,0,1
70B,406,16,-0.17480007943781178,-27.793212630612075,159,509,-2.2041451348908456,-1.7648000794378118,1,1,1,1,1,0,0,1
70B,406,17,-0.1619392888214685,-29.634889854328733,183,573,-2.190674094271566,-1.9919392888214686,1,1,1,1,0,0,0,1
70B,406,18,-0.12477876699409855,-27.825665039683976,223,701,-1.8633443520837905,-2.3547787669940985,1,1,1,1,1,0,0,1
70B,406,19,-0.11000482888293366,-21.230931974406197,193,556,-1.5282359238251662,-2.0400048288829336,1,1,1,1,0,0,0,1
70B,406,20,-0.07892533668684164,-16.96894738767095,215,645,-1.1572726065163867,-2.2289253366868413,1,1,1,1,0,0,0,1
70B,406,21,-0.07433280507611698,-17.914206023344192,241,744,-1.153955451664684,-2.484332805076117,1,1,1,1,0,0,0,1
70B,406,22,-0.11393259506035391,-12.988315836880346,114,378,-1.2164672329163948,-1.2539325950603541,1,1,1,1,0,0,0,1
70B,406,23,-0.2005998644264443,-24.67378332445265,123,382,-2.2247601196022604,-1.4305998644264444,1,1,1,1,0,0,0,1
70B,406,24,-0.21804162344110758,-87.65273262332525,402,1287,-4.371720956355651,-4.2380416234411085,1,1,1,1,1,0,0,1
70B,406,25,-0.0919117211389752,-13.051464401734478,142,482,-1.0952545624408425,-1.5119117211389752,1,1,1,1,0,0,0,1
70B,406,26,-0.14141405023554895,-29.979778649936378,212,680,-2.059019651206064,-2.261414050235549,1,1,1,1,1,0,0,1
70B,406,27,-0.09462430015608654,-13.342026322008202,141,476,-1.123601309799927,-1.5046243001560864,1,1,1,1,0,0,0,1
70B,406,28,-0.36746650291906424,-140.00473761216347,381,1297,-7.172659989323548,-4.1774665029190645,1,1,1,1,1,0,0,1
70B,406,29,-0.1976964567361538,-37.95771969334153,192,650,-2.7393624603468867,-2.117696456736154,1,1,1,1,0,0,0,1
70B,406,30,-0.10615896207921635,-13.482188184060476,127,409,-1.1963507446299078,-1.3761589620792163,1,1,1,1,1,0,0,1
70B,406,31,-0.1233946548497223,-29.49132250908363,239,783,-1.9076350704655807,-2.5133946548497224,1,1,1,1,1,0,0,1
70B,406,32,-0.1753482712921829,-46.291943621136284,264,827,-2.849072180328438,-2.815348271292183,1,1,1,1,1,0,0,1
70B,406,33,-0.1301138566933952,-26.022771338679043,200,676,-1.840087807884688,-2.130113856693395,1,1,1,1,0,0,0,1
70B,406,34,-0.1740382171050511,-29.760535124963738,171,600,-2.2758450020247287,-1.8840382171050511,1,1,1,1,0,0,0,1
70B,406,35,-0.16339388263233603,-31.37162546540852,192,662,-2.264052050921216,-2.083393882632336,1,1,1,1,1,0,0,1
70B,406,36,-0.13027920918641864,-27.228354719961494,209,656,-1.8834246787073468,-2.2202792091864185,1,1,1,1,0,0,0,1
70B,406,37,-0.09351848832756046,-15.99166150401284,171,551,-1.2229129199175723,-1.8035184883275603,1,1,1,1,0,0,0,1
70B,406,38,-0.157641350697605,-20.651016941386253,131,430,-1.8042877275864988,-1.4676413506976052,1,1,1,1,0,0,0,1
70B,406,39,-0.21427120555692605,-73.92356591713948,345,1188,-3.9799110025391733,-3.6642712055569264,1,1,1,1,1,0,0,1
70B,406,40,-0.12755072735413928,-47.703972030448085,374,962,-2.4667136700811403,-3.8675507273541396,1,1,1,1,0,0,0,1
70B,406,41,-0.07280336912245167,-9.100421140306459,125,403,-0.8139664117440557,-1.3228033691224517,1,1,1,1,1,0,0,1
70B,406,42,-0.2436954079346587,-134.27616977199693,551,1699,-5.720357153927566,-5.753695407934658,1,1,1,1,0,0,0,1
70B,406,43,-0.14165116896862093,-25.213908076414526,178,606,-1.889862310670137,-1.9216511689686209,1,1,1,1,1,0,0,1
70B,406,44,-0.0652787541522379,-7.833450498268547,120,380,-0.7150929235002944,-1.265278754152238,1,1,1,1,0,0,0,1
70B,406,45,-0.06856687160413583,-11.039266328265867,161,513,-0.8700160670551238,-1.678566871604136,1,1,1,1,1,0,0,1
70B,406,46,-0.12849443130759847,-31.22414680774643,243,732,-2.003029951629866,-2.5584944313075986,1,1,1,1,0,0,0,1
70B,406,47,-0.056524838809678006,-48.8374607315618,864,1819,-1.6614841545213455,-8.696524838809678,1,1,1,1,1,0,0,1
70B,407,0,-0.05450285336883149,-35.20884327626514,646,1707,-1.3852734106927944,-6.514502853368832,1,1,1,1,0,0,19,1
70B,407,1,-0.0833996943501103,-37.52986245754963,450,1165,-1.7691746827154515,-4.58339969435011,1,1,1,1,0,0,6,1
70B,407,2,-0.07919481288878231,-26.05509344040938,329,1016,-1.436463800383762,-3.3691948128887823,1,1,1,1,0,0,6,1
70B,407,3,-0.04638416606719708,-24.76914467988324,534,1438,-1.0718657192830336,-5.386384166067197,1,1,1,1,0,0,12,1
70B,407,4,-0.026994393136765465,-13.821129286023918,512,1357,-0.6108133901127186,-5.146994393136765,1,1,1,1,0,0,14,1
70B,407,5,-0.03226577338195401,-14.777724208934934,458,1182,-0.6905177046437768,-4.612265773381954,1,1,1,1,0,0,13,1
70B,407,6,-0.06559344612309331,-34.10859198400852,520,1346,-1.4957607063423064,-5.265593446123093,1,1,1,1,0,0,2,1
70B,407,7,-0.05317636137564826,-25.63100618306246,482,1329,-1.167460340744817,-4.8731763613756485,1,1,1,1,0,0,13,1
70B,407,8,-0.031080149362454297,-14.234708408004067,458,1153,-0.6651442425908463,-4.611080149362454,1,1,1,1,0,0,14,1
70B,407,9,-0.0652731365155454,-32.04911002913279,491,1316,-1.4463560882899202,-4.975273136515545,1,1,1,1,0,0,11,1
70B,407,10,-0.04380497899237214,-24.224153382781793,553,1457,-1.0301157847740987,-5.5738049789923725,1,1,1,1,0,10,15,1
70B,407,11,-0.035189682111757485,-21.747223545066127,618,1560,-0.8748016251494991,-6.215189682111757,1,1,1,1,0,0,16,1
70B,407,12,-0.06945015686174734,-30.974769960339316,446,1178,-1.4666978668090116,-4.529450156861747,1,1,1,1,0,0,11,1
70B,407,13,-0.05490409495457982,-24.871555014424658,453,1254,-1.168567592473806,-4.58490409495458,1,1,1,1,0,0,13,1
70B,407,14,-0.038554411486648454,-17.850692518318233,463,1188,-0.8295920350828341,-4.668554411486649,1,1,1,1,0,0,13,1
70B,407,15,-0.07208241316547123,-23.570949105109094,327,890,-1.3034764639596559,-3.342082413165471,1,1,1,1,0,0,6,1
70B,407,16,-0.07760168004360335,-21.650868732165335,279,803,-1.2962036059275373,-2.8676016800436033,1,1,1,1,0,0,5,1
70B,407,17,-0.04421359613284397,-19.100273529388595,432,1125,-0.918962338648999,-4.364213596132844,1,1,1,1,0,0,11,1
70B,407,18,-0.03986911270661697,-18.180315394217338,456,1213,-0.8513712724152105,-4.599869112706617,1,1,1,1,0,0,13,1
70B,407,19,-0.03562331383092065,-16.172984479237975,454,1210,-0.7590357710190628,-4.575623313830921,1,1,1,1,0,0,13,1
70B,407,20,-0.02958239886155129,-13.016255499082568,440,1103,-0.6205256335218723,-4.429582398861552,1,1,1,1,0,0,11,1
70B,407,21,-0.03620221001911632,-19.36818236022723,535,1396,-0.8373595437406146,-5.386202210019117,1,1,1,1,0,0,17,1
70B,407,22,-0.03358493162726282,-22.972093233047772,684,1743,-0.8783599379337701,-6.873584931627263,1,1,1,1,0,0,22,1
70B,407,23,-0.03190779317802601,-20.006186322622305,627,1726,-0.7989701217588084,-6.301907793178026,1,1,1,1,0,0,20,1
70B,407,24,-0.033353942156516034,-18.044482706675176,541,1411,-0.775792905640866,-5.4433539421565165,1,1,1,1,0,0,20,1
70B,407,25,-0.026295634393687973,-14.38371201334732,547,1474,-0.6150031157051797,-5.496295634393688,1,1,1,1,0,0,16,1
70B,407,26,-0.047060947472820816,-30.919042489643275,657,1806,-1.2062667343979179,-6.6170609474728215,1,1,1,1,0,0,19,1
70B,407,27,-0.06382696992065116,-34.147428907548374,535,1509,-1.4763220914657018,-5.413826969920652,1,1,1,1,0,0,14,1
70B,407,28,-0.035995115493336734,-15.729865470588152,437,1136,-0.7524615101840558,-4.4059951154933366,1,1,1,1,0,0,12,1
70B,407,29,-0.02871124194653145,-13.695262408495502,477,1204,-0.6270629892854077,-4.798711241946532,1,1,1,1,0,0,15,1
70B,407,30,-0.028145854248624612,-13.144113934107693,467,1242,-0.6082370549520236,-4.698145854248625,1,1,1,1,0,0,14,1
70B,407,31,-0.031436853736551966,-15.246874062227704,485,1189,-0.692324887486995,-4.8814368537365525,1,1,1,1,0,0,16,1
70B,407,32,-0.05848221538683191,-35.089329232099146,600,1619,-1.432515867252813,-6.058482215386832,1,1,1,1,0,0,7,1
70B,407,33,-0.04080562207693855,-23.218398961778036,569,1525,-0.9733659195112067,-5.7308056220769386,1,1,1,1,0,0,14,1
70B,407,34,-0.04808241206170815,-27.214645226926812,566,1533,-1.1439168614520436,-5.708082412061708,1,1,1,1,0,0,12,1
70B,407,35,-0.03902512741967638,-21.307719571143302,546,1457,-0.9118862161950905,-5.499025127419676,1,1,1,1,0,0,16,1
70B,407,36,-0.033333498039014246,-16.033412556765853,481,1219,-0.7310606855929684,-4.843333498039015,1,1,1,1,0,0,15,1
70B,407,37,-0.0528570872541878,-23.57426091536776,446,1183,-1.1162736072113248,-4.512857087254187,1,1,1,1,1,0,12,1
70B,407,38,-0.0872074577892563,-27.383141745826478,314,884,-1.5453200891518835,-3.227207457789256,1,1,1,1,0,0,5,1
70B,407,39,-0.04456352996595937,-21.88069321328605,491,1299,-0.9874618613831304,-4.954563529965959,1,1,1,1,1,0,13,1
70B,407,40,-0.0339908631601765,-23.351722991041257,687,1806,-0.8909238018724334,-6.9039908631601765,1,1,1,1,0,0,20,1
70B,407,41,-0.033704255533102294,-18.06548096574283,536,1392,-0.7803099299623143,-5.393704255533103,1,1,1,1,0,0,1,1
70B,407,42,-0.056944411966143055,-35.191646595076406,618,1653,-1.4156156333825034,-6.236944411966142,1,1,1,1,0,0,2,1
70B,407,43,-0.042471644558093304,-20.768634188907626,489,1206,-0.9391901028164368,-4.932471644558093,1,1,1,1,0,0,16,1
70B,407,44,-0.10987821645809678,-31.53504812347378,287,782,-1.8614550340332026,-2.979878216458097,1,1,1,1,0,0,6,1
70B,407,45,-0.05777455864620427,-28.887279323102135,500,1268,-1.2918784050296097,-5.057774558646204,1,1,1,1,0,0,16,1
70B,407,46,-0.04073324118970114,-24.725077402148592,607,1702,-1.003559934062609,-6.110733241189702,1,1,1,1,0,0,15,1
70B,407,47,-0.08943729585665429,-24.148069881296657,270,757,-1.4696047326885864,-2.7894372958566547,1,1,1,1,0,0,4,1
70B,408,0,-0.022532475447436088,-21.338254248721974,947,2408,-0.6934000937052696,-9.492532475447437,1,1,1,42,0,0,4,1
70B,408,1,-0.029546290283916418,-24.375689484231046,825,2238,-0.8486525775437788,-8.279546290283916,1,1,1,42,1,0,2,1
70B,408,2,-0.03175402780918834,-27.435480027138723,864,2279,-0.9333739849279035,-8.67175402780919,1,1,1,42,0,0,2,1
70B,408,3,-0.02730097180691501,-27.546680553177247,1009,2689,-0.8672088267288255,-10.117300971806914,1,1,1,42,0,0,4,1
70B,408,4,-0.02755262188279927,-25.78925408230012,936,2441,-0.8429481397862223,-9.387552621882799,1,1,1,42,1,0,3,1
70B,408,5,-0.023673407814024546,-21.70851496546051,917,2427,-0.7168783214843378,-9.193673407814025,1,1,1,42,0,0,4,1
70B,408,6,-0.029677686656085327,-31.933190841947813,1076,2808,-0.9735005042301214,-10.789677686656086,1,1,1,42,0,0,14,1
70B,408,7,-0.030973883056442792,-27.195069323556773,878,2324,-0.9177891353354006,-8.810973883056443,1,1,1,42,0,0,2,1
70B,408,8,-0.04182906437341731,-45.468192973904614,1087,2975,-1.3790909944047989,-10.911829064373418,1,1,1,42,1,0,3,0
70B,408,9,-0.026264027572588652,-29.441974908871877,1121,3026,-0.8793547866464788,-11.23626402757259,1,1,1,58,0,0,43,0
70B,408,10,-0.016355724695972775,-20.80448181327737,1272,3435,-0.5833287040600156,-12.736355724695974,1,1,1,42,0,0,23,1
70B,408,11,-0.025647491806190567,-22.492850314029127,877,2302,-0.7595295873940218,-8.79564749180619,1,1,1,42,0,0,4,1
70B,408,12,-0.02019274828717462,-22.07067387788186,1093,2951,-0.6675833746764432,-10.950192748287174,1,1,1,42,0,0,2,1
70B,408,13,-0.027450136385629563,-22.59146224537313,823,2261,-0.7874888696269259,-8.25745013638563,1,1,1,42,1,0,2,1
70B,408,14,-0.034365273699314774,-41.68507699726882,1213,3568,-1.1968788911949921,-12.164365273699316,1,1,1,58,0,0,26,0
70B,408,15,-0.04291256381856542,-49.993136848628716,1165,3290,-1.4646957620977314,-11.692912563818565,1,1,1,42,0,0,5,1
70B,408,16,-0.02985231749482715,-25.075946695654807,840,2151,-0.8652023591288047,-8.429852317494827,1,1,1,42,1,0,4,1
70B,408,17,-0.0311186388565648,-39.769620458689815,1278,3419,-1.112464137182237,-12.811118638856566,1,1,1,58,0,0,33,0
70B,408,18,-0.022032690434600852,-19.278604130275745,875,2267,-0.6517357722371719,-8.772032690434601,1,1,1,42,1,0,4,1
70B,408,19,-0.028479726149296645,-51.462865151779035,1807,4802,-1.2106396269661954,-18.098479726149296,1,1,1,42,0,0,9,1
70B,408,20,-0.019398329251392347,-16.62436816844324,857,2354,-0.5678775988959489,-8.589398329251393,1,1,1,42,1,0,2,1
70B,408,21,-0.028445967699312406,-24.378194318310733,857,2292,-0.8327432546386841,-8.598445967699313,1,1,1,42,0,0,2,1
70B,408,22,-0.022552374199282084,-30.85164790461789,1368,3730,-0.8341330278855045,-13.702552374199282,1,1,1,42,0,0,23,1
70B,408,23,-0.02545566773700706,-21.73914024740403,854,2363,-0.7438980649431174,-8.565455667737009,1,1,1,42,0,0,2,1
70B,408,24,-0.034742719532329734,-29.705025200141925,855,2189,-1.0158904267829862,-8.584742719532331,1,1,1,42,0,0,4,1
70B,408,25,-0.02128100733514378,-19.64236977033771,923,2456,-0.6465364762812406,-9.251281007335145,1,1,1,42,1,0,3,1
70B,408,26,-0.03131693468307143,-28.52972749627807,911,2336,-0.9452320416314542,-9.14131693468307,1,1,1,42,0,0,3,1
70B,408,27,-0.03021630640764353,-26.409051800280444,874,2408,-0.8932995024808891,-8.770216306407644,1,1,1,42,1,0,2,1
70B,408,28,-0.024059145475781054,-26.72971062359275,1111,2962,-0.801931416281061,-11.134059145475781,1,1,1,42,0,0,20,1
70B,408,29,-0.027093260093695747,-30.615383905876193,1130,2976,-0.9107527430813759,-11.327093260093697,1,1,1,42,1,0,8,1
70B,408,30,-0.022580360248682395,-19.102984770385305,846,2227,-0.6567741453044521,-8.482580360248683,1,1,1,42,1,0,4,1
70B,408,31,-0.022676743986998392,-25.216539313542214,1112,2812,-0.7561937623726322,-11.142676743987,1,1,1,42,0,0,5,1
70B,408,32,-0.04179475587215192,-51.53293399036332,1233,3433,-1.4675852259759752,-12.371794755872152,1,1,1,60,0,0,47,0
70B,408,33,-0.029882505743742786,-26.83449015788102,898,2313,-0.8954785347920344,-9.009882505743743,1,1,1,42,0,0,6,1
70B,408,34,-0.030574342986426913,-27.669780402716356,905,2322,-0.9197746226069534,-9.080574342986427,1,1,1,42,0,0,4,1
70B,408,35,-0.02563284781314622,-32.938209439892894,1285,3711,-0.9188580466047576,-12.875632847813145,1,1,1,42,1,0,19,1
70B,408,36,-0.030454148656568654,-44.91986926843877,1475,4179,-1.169613772291804,-14.780454148656569,1,1,1,42,0,0,19,1
70B,408,37,-0.024542028782798434,-21.253396925903445,866,2303,-0.7222198273986683,-8.684542028782799,1,1,1,42,0,0,5,1
70B,408,38,-0.029814227408688908,-26.68373353077657,895,2441,-0.8919388429704304,-8.97981422740869,1,1,1,42,1,0,2,1
70B,408,39,-0.030811653396994786,-26.0050354670636,844,2278,-0.89513023599235,-8.470811653396995,1,1,1,42,0,0,2,1
70B,408,40,-0.02462559207921861,-21.07950681981113,856,2190,-0.7204827105321651,-8.584625592079218,1,1,1,42,1,0,4,1
70B,408,41,-0.030209096888360907,-30.148678694584184,998,2609,-0.9543397485910119,-10.010209096888362,1,1,1,42,0,0,10,1
70B,408,42,-0.021171824814165192,-27.099935762131445,1280,3447,-0.7574662318750435,-12.821171824814165,1,1,1,42,0,0,4,0
70B,408,43,-0.023474939402142455,-24.78953600866243,1056,2692,-0.7628452369980289,-10.583474939402143,1,1,1,42,0,0,4,1
70B,408,44,-0.027050016500408735,-23.5335143553556,870,2412,-0.7978608598151528,-8.72705001650041,1,1,1,42,1,0,2,1
70B,408,45,-0.0390331420766891,-37.97924724061849,973,2813,-1.217558767989769,-9.76903314207669,1,1,1,42,0,0,8,0
70B,408,46,-0.03497582769649978,-42.00596906349624,1201,3278,-1.212102939600983,-12.044975827696499,1,1,1,42,1,0,23,1
70B,408,47,-0.023800401161921624,-19.444927749289967,817,2242,-0.6802919086669215,-8.193800401161921,1,1,1,42,0,0,2,1
70B,409,0,-0.049028015244003915,-36.084619219586884,736,1909,-1.3300967112101219,-7.4090280152440045,1,1,1,9,0,0,17,0
70B,409,1,-0.04690087248090612,-34.237636911061465,730,1842,-1.2671917940127524,-7.346900872480906,1,1,1,9,0,0,15,0
70B,409,2,-0.08411810761601773,-64.26623421863755,764,1846,-2.325070752919049,-7.724118107616018,1,1,1,9,0,13,18,0
70B,409,3,-0.05118032386825398,-41.200160713944456,805,2222,-1.4521148607337477,-8.101180323868254,1,1,1,9,1,0,14,0
70B,409,4,-0.04520694366150575,-31.554446675731015,698,1802,-1.1943534205333695,-7.025206943661506,1,1,1,9,1,0,17,0
